Category,Tweet
neutral,"....who else but Coleman??" #FamilyGuy #Quagmire #cannabis @SethMacFarlane #RevolutionaryLove for #GodsGift #revolutionary - it takes time+effort. Grown ups work for things. Grown ups pay. Grown ups suffer consequences. #persevere brother! Nobody remembers a quitter. #GODisLOVE https://t.co/Xa911BQHi0
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,From a police officer in #WhileYouWereSleeping to a prisoner in #WisePrisonLife. ♥️ Excited on your new character. 😊 #JungHaeIn https://t.co/nnXtcO03tj
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Because it’s tvN 😅 there’s always a “pandesal” 😂💪🏻✌🏻 #RevolutionaryLove https://t.co/1AJaM1PsO3
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,funny~🐷🐴🐷🐴🐷🐴 #RevolutionaryLove #siwon https://t.co/0CDd8b9n0p
neutral,this baby is going to be in this prison.. T_T #seungyoon #WisePrisonLife https://t.co/LrPlElG3FR
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I've just watched episode S01E09 of Revolutionary Love! #revolutionarylove #tvtime https://t.co/e4eG3Y0UbZ https://t.co/QTJ0El6fuJ
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,@nicolaeliasuk @JamesArthur23 @SimonCowell @NicoleScherzy @rogerwaters This is my #musicvideo The tide is turning #rogerwaters duo A song of #RevolutionaryLove #Revolution Love is the answer Prayer Education Peace Love United we be Love u will see https://t.co/7M6FWaOW7W
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,https://t.co/cp6B9MTiNv all we are saying... #RevolutionaryLove #John&amp;Yoko #standupforsomething #COMETOGETHER 💛
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
positive,My superhero sisters &amp; brothers whose wisdom courage &amp; care keep me going. We come together twice a year to breathe learn and love one another — &amp; help one another love the world even more fiercely. They are my pocket of #RevolutionaryLove. Follow #AuburnSeniorFellows https://t.co/bSJzeuvAEx
neutral,funny~🐷🐴🐷🐴🐷🐴 #RevolutionaryLove #siwon https://t.co/0CDd8b9n0p
neutral,#WisePrisonLife releases character posters: https://t.co/ghsj3Z5Fd9
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife
positive,But tbh episode 12 of #BecauseThisIsMyFirstLife makes me feels a very mixed feeling about jiho and sehee. while jiho is really in love with sehee sehee still thinking about his past
positive,#BecauseThisIsMyFirstLife is a must-watch because: 1. It will make you reflect about love and marriage. 2. It has like a major story line with 2 sub-stories 3. The characters portray the attitude and point of view of this gen towards relationships 4. KIM MINKYU 5. #4
positive,"Meeting someone in life is actually something astonishing. That's because he brings with him his past present and future. That's because someone's whole life comes along." AWWWW I CANNOT THIS EP 😭 #BecauseThisIsMyFirstLife 😻
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,Turns out Bok Nam is the son of the cafe owner. JH &amp; SH scolded a lot by his father bcs SH break BM bike 😂 #BecauseThisIsMyFirstLife https://t.co/9Af8CKWqf9
positive,Bok Nam smiled when he saw Sae Hee &amp; Ji Hoo together. I think he kind of rooting for them. 💕 #BecauseThisIsMyFirstLife https://t.co/29M7dFCwQn
positive,Yoksi our Bok Nam didn’t disappoint us yet💕💕 He likes seeing them together I think.😘 #BecauseThisIsMyFirstLife #KimMinKyu https://t.co/KX00Obg2dd
neutral,I'm waiting waiting waiting........ 🎤🎤💕😂 #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/1xsNhERfcM
positive,SO THAT'S WHY HE WAS FAMILIAR *mindblown Bok Nam aka Dimple Guy 💕 #BecauseThisIsMyFirstLife https://t.co/8f9eeEM34I
neutral,Isn't this... Racism?!! 😂😂😂😂😂😂😂😂 #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst #BokNam #KimMinggyu https://t.co/GhG2CfCwie
negative,IM SCREAMINGGG..BOKNAM WAS NOT A TOTAL CREEPER &amp; STALKER AT ALL. ..WE ARE ALL WRONG 😱😭😂.ICANT #Becausethisismyfirstlife #Thislifeisourfirst https://t.co/9P0uvfsZZt
neutral,Handshake. #BecauseThisLifeisOurFirst #BecauseThisIsMyFirstLife https://t.co/QDvygMd64f
neutral,still can't move on from this holding hands scene.... i'm in 💕#BecauseThisIsMyFirstLife #LeeMinki #JungSomin https://t.co/I8aK8c9oEk
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,"Meeting someone in life is actually something astonishing. That's because he brings with him his past present and future. That's because someone's whole life comes along." AWWWW I CANNOT THIS EP 😭 #BecauseThisIsMyFirstLife 😻
positive,Ji Ho: “His fragile heart. The heart that might have been broken before. His heart... came to me”. ^This was such a pivotal &amp; turning point for their relationship. His broken heart has fallen in love with Ji Ho. So pure. ❤️ #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/qNo7bILV6G
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
positive,The real MVP goes to Mr Ma #BecauseThisIsMyFirstLife https://t.co/XP7lVQ33MO
negative,Have you ever crying when you watch drama/move not because the story is sad but because the story is so beautiful and touch your heart and soul. #BecauseThisIsMyFirstLife did that to me. Idk why I'm so emotional lately 😭 https://t.co/Y8jbv7Og6W
positive,Awe #KimMinSeok’s IG update reminiscing ‘Shut Up Flower Boy Band’ days with #LeeMinKi &amp; he gets to work with him again in #BecauseThisIsMyFirstLife. It’s so good to see how both have matured so much. https://t.co/TfNuXY7mZN
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,The perks of watching #BecauseThisIsMyFirstLife with the male lead who rarely smiles = when Saehee actually DOES smile because of Jiho or at Jiho my heart melts into a puddle of goo. https://t.co/kCcJG6gg0z
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/G85n2Eosfx https://t.co/9e66MX9Wz8
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/G85n2Eosfx https://t.co/9e66MX9Wz8
positive,Look. At. That. Smile. I'm dyinggg bye. #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst https://t.co/Zmkn1saZaU
neutral,I just have to make gif of se hee's reaction when he saw his wife 😍❤️ #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst https://t.co/CjZcbie5qN
neutral,Handshake. #BecauseThisLifeisOurFirst #BecauseThisIsMyFirstLife https://t.co/QDvygMd64f
neutral,You may wanna plan for kids after the kisseu See Hee-ssi 😏. #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst https://t.co/OUeJwE2FUH
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,This scene is so beautiful I am gonna cry for this later 😭😭😘💕 #BecauseThisIsMyFirstLife https://t.co/UJ6fhlz1cH
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
